Majority protein IDs	Gene names	Q-value	Score	Ratio H/L AP4B1KO_02_03K	Ratio H/L AP4B1KO_02_06K	Ratio H/L AP4B1KO_02_12K	Ratio H/L AP4B1KO_02_24K	Ratio H/L AP4B1KO_02_80K	Ratio H/L AP4B1KO_03_03K	Ratio H/L AP4B1KO_03_06K	Ratio H/L AP4B1KO_03_12K	Ratio H/L AP4B1KO_03_24K	Ratio H/L AP4B1KO_03_80K	Ratio H/L AP4E1KO_02_03K	Ratio H/L AP4E1KO_02_06K	Ratio H/L AP4E1KO_02_12K	Ratio H/L AP4E1KO_02_24K	Ratio H/L AP4E1KO_02_80K	Ratio H/L AP4E1KO_03_03K	Ratio H/L AP4E1KO_03_06K	Ratio H/L AP4E1KO_03_12K	Ratio H/L AP4E1KO_03_24K	Ratio H/L AP4E1KO_03_80K	Ratio H/L WtHeLa_02_03K	Ratio H/L WtHeLa_02_06K	Ratio H/L WtHeLa_02_12K	Ratio H/L WtHeLa_02_24K	Ratio H/L WtHeLa_02_80K	Ratio H/L WtHeLa_03_03K	Ratio H/L WtHeLa_03_06K	Ratio H/L WtHeLa_03_12K	Ratio H/L WtHeLa_03_24K	Ratio H/L WtHeLa_03_80K	Reverse	Potential contaminant
Q9BQD3	KXD1	0.0	60.07	2.494	0.72117	0.54379	1.0471	0.77349	2.8294	0.7280300000000001	0.61425	0.75097	0.98919	2.8214	0.92901	0.49432	0.6511600000000001	0.6348600000000001	2.7217	0.9519200000000001	0.56298	0.79385	0.9657399999999999	2.2069	0.627	0.47918	0.67525	0.8514799999999999		1.0698	0.65654	0.7309100000000001	0.98588		
Q9BQD7	FAM173A	0.0	45.693999999999996	0.45998	0.52487		9.55	1.4965	0.39541	0.57422				0.35868	0.83137	12.436			0.41721	0.48668999999999996	0.8661700000000001			0.35416	0.5284399999999999	0.26755		10.255999999999998	0.38279	0.48582	4.2882		2.0785		
Q9BQE3	TUBA1C	0.0	121.53	0.37363	0.54355	0.44528	0.36927	0.62546	0.41691000000000006	0.52863	0.46918999999999994	0.43806999999999996	0.81958	0.43488000000000004	0.5565899999999999	0.44104	0.4413	0.63503	0.4495	0.44246	0.50065	0.66556	0.9601799999999999	0.4261	0.5292	0.38322	0.2983	0.5885100000000001	0.48207	0.48838000000000004	0.5414399999999999	0.49113999999999997	0.68118		
Q9BQE4	VIMP	0.0	96.58	1.1697	0.55615	0.57518	1.4559	4.9224	1.1953	0.63597	0.53615	1.3157	5.0693	1.1077	0.53246	0.69726	1.6862	6.6941	1.146	0.50341	0.56888	1.5036	4.8976	1.1567	0.51867	0.5392899999999999	1.5841	5.2727	0.95199	0.49181	0.65652	1.4504	5.0827		
Q9BQE5	APOL2	0.0	40.031	0.94695	0.4874	0.502	1.5631	3.3431	0.97856	0.49191	0.56288	1.3065	4.4864	0.74395	0.50471	0.65091	2.1132	4.772	0.82383	0.49655	0.69226	2.0782	3.4387	0.7359	0.44566000000000006	0.53919	1.7521	4.2633	0.79756	0.45008000000000004	0.70203	1.7424	1.8392		
Q9BQE9;Q9BQE9-2;Q9BQE9-4	BCL7B	0.00027655	4.1353	0.18392															0.3014																
Q9BQG0;Q9BQG0-2	MYBBP1A	0.0	323.31	0.22175	2.8424	1.046	0.65505	0.42435	0.92937	5.0335	2.0272	0.9931200000000001	0.7316199999999999	0.51708	3.2291	1.0090000000000001	0.6519199999999999	0.4434	0.52935	2.6281	0.91699	0.57598	0.37276	0.7789	2.9365	0.97051	0.67686	0.52886	0.8688100000000001	3.1521	1.4161	0.75331	0.5402899999999999		
Q9BQG2	NUDT12	0.0	33.86	1.0063	0.40919	0.63271	1.6572	2.0894	1.7987	0.61165	0.66518	0.95352	1.2283	0.80521	0.43509	0.66873	1.5254	3.1241	1.242	0.5212899999999999	0.7413	1.6976	2.673	0.9278799999999999	0.43183999999999995	0.5664100000000001	1.3761	2.5708	1.0736	0.53891	0.8772399999999999	2.1681	0.62445		
Q9BQI0;Q9BQI0-3;Q9BQI0-2;Q9BQI0-4	AIF1L	0.0	14.491	0.41018999999999994	0.5269699999999999	0.9029200000000001	1.6849	4.4739	0.3046	0.56879	0.97493	2.3686	4.3003	0.33666	6.506	0.74746	1.5325	2.4093	0.32774000000000003	0.48857	0.66152	2.1578		0.47053999999999996	1.2913	1.0368	1.4799	4.052	0.45592	0.52832	1.0121	2.5031	4.0346		
Q9BQI6	ANKRD32	0.0	14.592	0.45197	0.55795	8.8604	0.6642100000000001	0.5262600000000001	0.39355999999999997	0.75513		0.82547		0.34125	0.60875	0.98715	0.2932	0.36212		1.9074		0.47275	0.57381	0.37687	0.5181899999999999	0.70716	0.28043	0.5477	0.37966		1.0121	0.34474	0.43536		
Q9BQL6;Q9BQL6-2;Q9BQL6-4	FERMT1	0.0	124.34	1.3562	1.3508	0.82673	0.67043	0.56566	1.3149	1.4021	0.88131	0.70213	0.61561	1.0764	1.2342	0.71281	0.6441	0.59016	1.2271	1.0262	0.73056	0.62197	0.56625	1.5187	1.3311	0.69286	0.53992	0.6299600000000001	1.6171	1.199	0.91461	0.6678	0.62167		
Q9BQP7	MGME1	0.0	184.36	0.46242	0.54271	10.552	15.587	24.945	0.42051000000000005	0.6289	10.549000000000001	3.7118	18.817	0.35875999999999997	0.60151	10.475	11.841	9.9998	0.43656999999999996	0.57222	8.7779	10.603	13.397	0.3466	0.5542699999999999	9.2645	6.9379	12.502	0.41717	0.6028100000000001	8.447000000000001	13.267999999999999	12.793		
Q9BQP9-2;Q9BQP9	BPIFA3	0.0048656	1.597															0.35511								0.45832	0.39066	0.42904							
Q9BQQ3;Q9BQQ3-3;Q9BQQ3-2	GORASP1	0.0	59.567	0.49776000000000004	0.79338	2.0895	1.3529	3.0355	0.47439	0.9464899999999999	1.5471	1.7381	1.5111	0.43775	0.73225	1.2663	1.7428	2.4708	0.61726	0.70668	1.2813	1.7203	2.7827	0.35200000000000004	0.75144	1.4518	1.676	3.3637	0.39973000000000003	0.6935899999999999	2.1648	2.4072	2.6219		
Q9BQS8;Q9BQS8-4	FYCO1	0.0	7.6735	0.32891	0.73468	0.35839	1.0926		1.1386	0.36746999999999996	0.40752	0.38858000000000004	0.15063	0.7911699999999999		0.31333	0.9792700000000001		0.70694	0.68645	0.30374	0.1625	2.0496		0.48589	0.37616			0.76148	0.4827	0.68986				
Q9BQT8;Q9BQT8-2	SLC25A21	0.0	52.869	0.8438	0.71324	0.7750199999999999	0.45571000000000006		0.44587	1.1202	0.78181	0.43904	0.52589	0.32594	0.62374	0.61016	0.42208	10.494000000000002	0.42248	0.5644100000000001		0.36311	5.0976	0.33853	0.59413	3.7641		0.5514600000000001	0.53579	0.54808	7.2468	1.6640000000000001	1.3604		
Q9BR39	JPH2	0.0	19.673	0.84946	0.5899	0.5851	1.7266	6.3491	0.74887	0.52185	0.60529	1.6952	5.0883	0.9078799999999999	0.5566800000000001	0.79023	2.6474	6.2016	0.81312	0.60441	0.57714	2.4369	6.1084	0.79202	0.49918999999999997	0.73434	1.8483	2.4736	0.75442	0.49468	0.7913600000000001	2.7919	2.0925		
Q9BR61	ACBD6	0.0	31.111	0.52576	0.36388000000000004	0.33776		1.0696	0.49246	1.2315	1.5177			0.45979	0.75421	0.26721	0.38051	0.69079	0.92314	0.79688		0.44511000000000006	1.4257	0.94611	0.9343899999999999			5.5635				0.48571000000000003			
Q9BR76	CORO1B	0.0	228.07	0.35034	0.57301	1.0194	2.1237	2.0243	0.47736999999999996	0.8177	1.3134	2.123	3.0508	0.39803	0.77993	1.2108	2.8162	2.2403	0.44725	0.81125	1.229	2.9081	2.4049	0.43658	0.80714	1.2352	2.469	2.5163	0.47968999999999995	0.87151	1.8138	3.0909	2.0927		
Q9BR77;Q9BR77-2	CCDC77	0.0	57.817	1.5747		1.0043	0.6815899999999999	0.57995	1.3798	1.3941	1.0353	0.8565	0.8322799999999999	1.4696	1.0261	0.8086899999999999	0.62766	0.52427		0.5692699999999999	1.0262	0.64342	1.0097	1.1518	0.68607	0.71562	0.48901999999999995	0.67284	1.2708	0.9106299999999999	0.9848	0.9332	0.54755		
Q9BRA0	NAA38	0.0	55.57899999999999		2.6602	0.69411	0.47217	0.38659	3.9763	2.5664	0.7876	0.39038	0.34674	4.1563	2.616	0.50629	0.35474	0.40093	4.1875	2.1968	0.66142	0.40255	0.41151000000000004	4.0008	1.8355	0.5225	0.39644	0.44228	4.3433	2.6060000000000003	0.78556	0.38209	0.3219		
Q9BRA2	TXNDC17	0.0	100.12	0.30041999999999996	0.38133	0.3057	0.27564	0.5642	0.34703	0.36312	0.20356	0.31589	0.55491	0.33301	0.35723	0.2655	0.26559	0.54555	0.37446999999999997	0.33931999999999995	0.30083000000000004	0.3497	0.6985	0.31856999999999996	0.30732	0.23029000000000002	0.16802999999999998	0.46553999999999995	0.36077	0.38088	0.2841	0.23075	0.61916		
Q9BRB3-2;Q9BRB3-3;Q9BRB3	PIGQ	0.0	79.494	1.2832	0.45066000000000006	0.62044	1.5358	3.6924	1.1212	0.54176	0.62267	1.7286	2.3651	0.78625	0.47125	0.74219	1.9188		1.2864	0.52599	0.61626	2.4852	16.334	0.97121	0.53763	0.71303	1.1549	0.95557	0.9138	0.53071	0.92211	1.9905	4.0347		
Q9BRD0;Q9BRD0-2	BUD13	0.0	28.221999999999998	1.1836		0.66051	0.44813000000000003	0.41941999999999996	2.6601	3.7298	0.92438	0.71937	0.55845	1.5427		0.58612	0.5101899999999999	0.20349	1.7433	12.743	0.76679	0.37235999999999997	0.3535	0.60019		0.9559799999999999	0.47161000000000003	0.44363	2.0718	8.706	1.3954	0.69776	0.51327		
Q9BRF8;Q9BRF8-3;Q9BRF8-2	CPPED1	0.0	14.068	1.5967	1.5226	0.76941	0.6590600000000001	0.18835	2.1247	1.5889	0.97577	0.7276100000000001	0.6672100000000001		0.58843	0.67245	0.27045	0.32953000000000005		0.23114	0.51525	0.44802	0.59841	2.157			0.39133	0.42838999999999994	0.45321000000000006	0.36754000000000003	0.53663	0.43007	0.5203800000000001		
Q9BRG1	VPS25	0.0	69.643	0.90951	1.2064	0.85839	0.72414	0.58933	1.0957	1.3198	0.9615	0.66738	0.68124	1.0347	1.2308	0.6835399999999999	0.60514	0.5340199999999999	1.4284	1.1442	0.7580399999999999	0.645	0.52751	1.3858	1.4359	0.56115	0.48431	0.5131100000000001	1.2494	1.1655	0.8001199999999999	0.6097899999999999	0.5140899999999999		
Q9BRJ2	MRPL45	0.0	323.31	0.47393	0.59336	9.7818	27.949	22.839000000000002	0.43008	0.64512	10.279000000000002	20.721	17.155	0.36887	0.60717	9.9186	26.646	23.794	0.42908999999999997	0.57822	7.5248	9.401	15.767999999999999	0.38738	0.56676	7.976	22.745	25.986	0.41791999999999996	0.55684	8.2274	23.01	19.0		
Q9BRJ6	C7orf50	0.0	194.47	4.1936	3.1231	0.76941	0.48821000000000003	0.35851	4.612	3.9402	1.0288	0.47553999999999996	0.39361	3.4815	2.7364	0.5664100000000001	0.38797	0.31527	2.9947	2.4471	0.67614	0.34286	0.29504	5.4594	3.5313	0.67701	0.41652	0.41655	4.0278	3.412	0.93726	0.49061000000000005	0.39074000000000003		
Q9BRJ7;Q9BRJ7-2	NUDT16L1	0.0	114.58	0.78803	1.4676	0.7377	0.60165	0.43898000000000004	1.3432	2.0709999999999997	1.0823	0.60817	0.5885600000000001	0.97141	1.5303	0.81893	0.52855	0.4328	1.1938	1.4541	0.8521799999999999	0.59128	0.46218000000000004	1.2644	1.5282	0.67893	0.52185	0.5383100000000001	1.5115	1.4085	0.9826600000000001	0.6513800000000001	0.50541		
Q9BRK5;Q9BRK5-6;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2	SDF4	0.0	323.31	0.46355	0.6291	1.3369	2.1081	2.4091	0.52493	0.7139300000000001	1.4552	1.9435	2.8237	0.42527	0.57403	1.249	1.8711	2.0369	0.56714	0.58143	1.1756	1.8999	2.1811	0.43107	0.64728	1.2618	1.8098	2.4595	0.46973000000000004	0.67508	1.7942	2.3231	2.1675		
Q9BRL6;Q9BRL6-2	SRSF8	0.0	26.284000000000002	0.61997			0.48994	0.48632	1.3557		1.4957	0.53669	0.39607	0.68704		0.746	0.28498	0.21755	0.81794		0.81581	0.49638999999999994	0.29329	1.4426	2.7555	0.74526	0.60453	0.40153	1.2421		2.1583	0.90771	0.51293		
Q9BRN9;Q9BRN9-2	TM2D3	0.0	132.58	0.86395	0.67118	0.69507	2.4437	5.0906	1.0913	0.59138	0.7489899999999999	2.0575	5.0759	0.81545	0.52028	0.7226199999999999	2.2598	7.4614	1.0708	0.57881	0.74424	2.0134	31.261999999999997	0.88456	0.52227	0.73151	2.2033	7.244	0.9549200000000001	0.56975	0.8852200000000001	2.9061	5.6531		
Q9BRP1	PDCD2L	0.0	116.62		1.1341	0.6179	0.78274	0.65933	0.86429	1.0524	0.81891	0.6612	0.65056	0.59646	1.2139	0.7865800000000001	0.7867	0.68301	0.7427600000000001	0.94226	0.66233	0.57401	0.49327	0.78893	1.0275	0.5685100000000001	0.61941	0.7921600000000001	0.96509	0.98115	1.1251	0.7563	0.8639700000000001		
Q9BRP4;Q9BRP4-2;Q9BRP4-3	PAAF1	0.0	7.398				0.5141100000000001	0.5122899999999999		0.65485	0.56314	0.32749	0.47801000000000005	0.97705		0.53955	0.75948	0.50651	1.3491	0.59736	0.5948	0.85091	0.46045		0.61849	0.62346	0.41868	0.48102			0.9108	0.58723	0.36853		
Q9BRP8	WIBG	0.0	11.195	4.42	2.628	0.8144	0.5442	0.38453000000000004	5.8823	2.6026	1.1014	0.596	0.41553	3.7811	2.6518	0.72209	0.52182	0.44111999999999996	3.5987	2.7051	0.92364	0.59111	0.35275	4.1229	2.5095	0.68234	0.45705	0.4219	4.4659	2.929	0.82158	0.52454	0.36088000000000003		
Q9BRP8-2	WIBG	0.0	240.66	4.3786	2.7168	0.81234	0.5393600000000001	0.35498	4.2259	2.9641	1.0590000000000002	0.52644	0.38111999999999996	3.6783	2.4823	0.65259	0.45493999999999996	0.35262	3.6772	2.2601	0.76961	0.46173000000000003	0.32542	4.4076	2.4155	0.6059100000000001	0.44615	0.3783	3.7310000000000003	2.5145	0.80605	0.44316000000000005	0.30923		
Q9BRQ0	PYGO2	0.0	67.304	1.5487	1.1683	0.48246999999999995	0.37406	0.33774	2.6032	1.5061	0.66457	0.441	0.47878999999999994	2.5308	1.1549	0.49754	0.33085	0.30004000000000003	2.6202	1.0774	0.6595	0.3641	0.43051000000000006	2.4645	1.2577	0.49495	0.30677	0.28488	1.3858	1.2697	0.63478	0.41348	0.34256		
Q9BRQ6	CHCHD6	0.0	171.06	0.43388000000000004	0.61327	9.2626	12.427999999999999	6.4645	0.41648999999999997	0.6543399999999999	7.218	11.367	16.137	0.31495	0.62035	10.055	15.478	5.1627	0.38906999999999997	0.6623100000000001	10.860999999999999	14.727	22.169	0.31631	0.5918100000000001	7.6983	13.744000000000002	6.353	0.39465	0.59149	9.9398	13.732000000000001	9.6811		
Q9BRQ8;Q9BRQ8-2	AIFM2	0.0	323.31	0.62548	0.57435	1.7351	2.3449	3.0573	0.6247	0.68757	1.7855	2.1882	2.7681	0.47812	0.61352	1.7436	2.5452	3.0628	0.54314	0.5826100000000001	1.8618	2.7328	3.2701	0.56696	0.52673	1.6771	2.5185	3.6556	0.56408	0.52388	1.9854	3.0628	3.9867		
Q9BRR6;Q9BRR6-2	ADPGK	0.0	323.31	1.1179	0.55357	0.65579	2.2584	6.6216	1.2429	0.55409	0.6393399999999999	1.8143	7.1274	0.96159	0.5089600000000001	0.77154	2.8366	8.5657	1.1123	0.5060899999999999	0.72509	2.6447	7.9817	0.95035	0.46475	0.6701	2.4338	8.334	0.91253	0.48438000000000003	0.8904200000000001	2.5744	7.2226		
Q9BRR8	GPATCH1	0.0	10.6				0.39773000000000003	0.37627			1.5315		0.5854			0.5008600000000001	0.44473	0.30837			0.80694		0.36685			1.0229	0.48835	1.2424			1.1418				
Q9BRS2	RIOK1	0.0	178.3	2.0777	2.5053	1.4858	1.2096	0.30546999999999996	2.0451	2.3040000000000003	1.5622	1.1216	0.35212	1.9712	2.95	1.3446	1.111	0.30623	1.6147	1.581	1.5604	1.2689	0.40199	1.6947	2.0556	1.2489	0.91432	0.31711	1.8241	1.9562	1.4459	1.1116	0.33397		
Q9BRT2	UQCC2	0.0	103.28	0.47813	0.60106	9.4746	28.934	48.013999999999996	0.47413999999999995	0.68665	8.8835	21.345	25.133000000000003	0.39029	0.6029100000000001	9.2653	25.395	15.55	0.44011999999999996	0.59959	7.2865	20.212	27.273000000000003	0.37904	0.56704	7.1825	19.02	7.4378	0.42272	0.60028	7.9862	29.873	35.748000000000005		
Q9BRT3	MIEN1	0.0	10.158	0.49599	0.57803		0.58498	1.0323		0.36556	0.25524			0.50151	0.8210700000000001				0.75451		1.3202			0.6338699999999999		0.70318	0.42333000000000004	0.58809		0.65574	0.522	2.0743			
Q9BRT6	LLPH	0.0	43.273	0.77408	0.9233100000000001	1.0491	0.68903	0.32226	2.1958	1.2732	1.3673	0.8142199999999999	0.42253	1.1297	3.089	0.96996	0.66911	0.39300999999999997	1.1517	1.7657	0.99366	0.90928	0.37472	1.4943	1.0601	1.0018	0.67786	0.70423	0.85134	1.2962	1.4891	0.89944	0.8032199999999999		
Q9BRT9	GINS4	0.0	7.9598	0.24259		0.24769000000000002	0.28002	0.29864	0.41612	0.4088	0.20232999999999998	0.40515999999999996	0.63253				0.77672		0.30058	0.26341	0.46123000000000003	0.33437	1.2258	0.27104	0.25690999999999997	0.14734	0.11769		0.46535	0.50885	0.23642	0.25474	0.5643		
Q9BRU9	UTP23	0.0	69.05	0.74588	1.4411	0.75861	0.6632600000000001	0.48527	2.4032	2.1242	1.0586	0.69515	0.64958	1.4115	1.6481	0.66285	0.50635	0.43985	1.3179	1.4771	0.8143199999999999	0.58108	0.49588000000000004	1.7444	2.4219999999999997	0.75969	0.53377	0.5607800000000001	1.5211	1.6153	0.91864	0.70116	0.5939		
Q9BRV8;Q9BRV8-2	SIKE1	0.0	15.696	0.85072	0.7273	0.35483000000000003	1.5366	0.27971999999999997	1.0737	0.70624	0.56166	0.6894399999999999	2.6566	0.88671	0.6115	0.63498	1.7322	0.25614000000000003	1.1840000000000002	0.72226	0.65168	2.8594		0.8812700000000001	0.5736	1.0385	0.60506	0.22566999999999998	0.9797600000000001	0.5008	0.55669	1.0725	0.32188		
Q9BRX2	PELO	0.0	123.78	2.0037	2.0803	0.8397	0.53689	0.41403	2.3818	2.1422	1.0341	0.58557	0.43173	2.1887	1.9955	0.7057399999999999	0.4895	0.39801	2.3495	1.8348	0.79015	0.50565	0.37227	2.3519	2.08	0.64781	0.47611000000000003	0.39966999999999997	2.4302	1.9469999999999998	0.8555299999999999	0.51122	0.38278		
Q9BRX5;Q9BRX5-3	GINS3	0.0	6.9577	0.32650999999999997		0.41172	0.30108	0.83701	0.29595	0.32471	0.29786999999999997	0.31579	0.61419	0.3057	0.47429	0.55712	0.34606		0.46038	0.29941	0.32595999999999997	0.3147	0.9146		0.50948	0.30027	0.11009000000000001	0.336	0.39203000000000005	0.36293000000000003		0.30365	0.6463800000000001		
Q9BRX8;Q9BRX8-2	FAM213A	0.0	12.208	0.9376399999999999	0.51051	0.7288600000000001	2.1925	5.8528	0.9729	0.62122	0.89028			0.69758	0.47479	0.9716799999999999	3.0939	5.6715	0.7960699999999999	0.49391999999999997	0.9037299999999999	2.5236		0.64872	0.52466	0.82063	2.6178	7.9185	0.74192	0.5985	1.2225	1.109	1.3036		
Q9BRX9	WDR83	0.00014051	4.7883	1.2815			0.4712	0.9840700000000001					0.74636	1.3211		0.56821		0.40909									0.6360100000000001	0.39618000000000003							
Q9BRZ2	TRIM56	0.0	224.93	2.6064	1.4764	0.6764399999999999	0.5544	0.4459	2.378	1.7108	0.74865	0.47358999999999996	0.53679	1.9755	1.5195	0.70004	0.50878	0.5079600000000001	1.9402	1.3029	0.75231	0.58497	0.53471	2.2277	1.4524	0.57985	0.50313	0.5139	1.8246	1.5874	0.75856	0.52654	0.4535		
Q9BS18	ANAPC13	0.0	14.492						1.4407		1.6225	0.70795	0.44813000000000003			0.7073699999999999					1.5529	0.73318	0.39592					0.35525999999999996	1.1298		0.3185	0.66295	0.44104		
Q9BS26	ERP44	0.0	323.31	1.2865	0.79183	0.7548	0.8627100000000001	0.9391700000000001	1.2827	0.8033399999999999	0.75246	0.79937	1.0416	1.1053	0.70216	0.75185	0.86772	0.90523	1.3177	0.7359100000000001	0.7724	0.96999	0.9567100000000001	1.1066	0.72864	0.6714600000000001	0.80392	0.9634	1.0738	0.7307100000000001	0.91233	0.93266	0.81932		
Q9BS40	LXN	0.0	10.649000000000001		1.4185		0.52718	0.46998999999999996		2.0208	1.0998	0.6208			0.39033	0.43478	0.39905999999999997		1.8895	2.0983	0.48276	0.47491000000000005	0.63202	0.54214		0.47136000000000006	0.29463	0.7119300000000001	2.3971		0.32785	0.48226	0.66484		
Q9BS91	SLC35A5	0.0034879	1.8387									1.54									0.8118								0.8512799999999999	0.6773600000000001	0.8906299999999999				
Q9BSB4	ATG101	0.0	6.1846	0.73847	0.78361	0.69405	0.83039	0.60382		0.66218	0.57403	1.0223	1.3054		0.4832		0.8319200000000001	0.65792			0.7411300000000001	1.0573				0.48846000000000006				0.57028	0.5868	0.90886	1.3522		
Q9BSC4;Q9BSC4-2;Q9BSC4-4	NOL10	0.0	94.883	0.28826999999999997	3.4054	1.1316	0.7881	0.5203399999999999	0.92775	2.6665	2.7498	1.1323	0.79861	0.41852		1.1338	0.43201999999999996	0.40243	0.6848		0.73244	0.5877	0.32506999999999997	0.76094	1.2255	0.72316	0.58163	0.42938999999999994	0.8638399999999999	2.1716	1.1622	0.72607	0.5584		
Q9BSD7	NTPCR	0.0	49.879	1.4079	1.337	0.8739	0.6244	0.54874	1.3635	1.5314	1.1469	0.63653	0.62244	1.1685	1.355	0.69275	0.45516	0.52545	1.4140000000000001	1.2898	0.93486	0.6342800000000001	0.54492	1.2395	1.3031	0.74116	0.56723	0.56388	1.4922	1.3843	0.98334	0.59367	0.49451999999999996		
Q9BSE4	HERPUD2	0.0	8.8554	1.1672	0.51823	0.74755	1.7902	5.2951	1.1788	0.60472	0.63922	1.6062	6.9817	1.1592	0.50515	0.66268	1.9674	10.139	1.5052	0.57102	0.74356	1.7085		0.92609	0.45465	0.60874	2.2417	4.3689	1.2059	0.61735	1.0094		7.3345		
Q9BSF4	C19orf52	0.0	185.12	0.48438000000000003	0.58609	6.4834	14.913	2.8614	0.43678	0.6561	9.3487	15.462	25.921	0.35341	0.6656	9.4716	20.816999999999997	4.3208	0.41762	0.6236	7.4072	6.9557	5.9703	0.36793000000000003	0.61674	8.4212	2.7615	5.6517	0.42363999999999996	0.5752	10.597999999999999	9.4825	15.905999999999999		
Q9BSF8;Q9BSF8-2	BTBD10	0.00014075	4.873					0.55262								0.60047	0.67866	0.6925399999999999								0.6333300000000001									
Q9BSG0	PRADC1	0.00027341	3.7702	1.2604	0.50463	0.68224			0.8207700000000001		0.59944			0.73878	0.36843000000000004	0.77959			0.65615	0.4722	0.9237200000000001			0.69076		0.4396	0.64074			0.39998					
Q9BSG1;Q9BSG1-3;Q9BSG1-4;Q9BSG1-2	ZNF2	0.00053974	3.2102	0.36685999999999996		1.1161			0.21928000000000003		1.7706												1.4323			0.73902		1.0851		3.452					
Q9BSH4	TACO1	0.0	323.31	0.43591	0.55132	13.445	35.195	48.318999999999996	0.40081	0.6142	11.442	28.655	36.159	0.3428	0.56294	13.845999999999998	22.099	182.73	0.42588000000000004	0.58226	7.7987	34.248000000000005	26.033	0.34299999999999997	0.52042	8.6629	26.028000000000002	22.105	0.39932	0.57038	9.8458	20.546999999999997	34.126		
Q9BSH5	HDHD3	0.0	156.46	0.42394	0.58326	14.901		11.429	0.43115	0.61816	11.212	11.686	12.422	0.34553	0.61302	15.579	2.3265	3.9581	0.41693	0.57835	10.384	12.411	18.873	0.36476	0.5707399999999999	4.7284	4.706	3.3388	0.42086	0.59426	9.5785	12.668	9.8157		
Q9BSJ2;Q9BSJ2-4;Q9BSJ2-3	TUBGCP2	0.0	323.31	2.9199	2.4799	0.72637	0.45558000000000004	0.41594	3.1646	2.7879	0.90197	0.43533	0.45396000000000003	2.6133	2.2283	0.63974	0.43128	0.41246000000000005	2.6531	2.0934	0.74043	0.46329	0.44138999999999995	3.0496	2.2254	0.5986600000000001	0.40399999999999997	0.44773	2.8918	2.2256	0.7571399999999999	0.45511999999999997	0.39352		
Q9BSJ5;Q9BSJ5-3	C17orf80	0.0	111.92	0.43309	0.62845	8.2762	2.4571	1.3736	0.45248	0.72075	5.7475	5.8598	14.921	0.3809	0.6008100000000001	6.6075	4.7592	0.8910100000000001	0.42291000000000006	0.64189	5.8339	3.8373	5.8305	0.34308	0.59935	1.8239	1.7074	1.902	0.39121999999999996	0.59865	6.2942	2.5391	6.9223		
Q9BSJ6;Q9BSJ6-2	FAM64A	0.0	28.018			0.97541	0.5858800000000001	0.95429		1.5730000000000002	2.036	1.0243		0.41506000000000004	1.2836		0.90689	0.84564	0.94626	0.73216	0.87674	0.8462	0.93104	0.8708							1.3085	1.3			
Q9BSJ8	ESYT1	0.0	323.31	0.90107	0.56291	0.63537	1.5887	3.0229	0.9825	0.61521	0.66266	1.4084	3.609	0.8207899999999999	0.56924	0.7138100000000001	1.6669	2.6715	0.92795	0.6037399999999999	0.718	1.7337	2.7471	0.80585	0.5494100000000001	0.64398	1.6851	3.1024	0.8450799999999999	0.57711	0.8543	1.8323	2.8139999999999996		
Q9BSJ8-2	ESYT1	0.00027446	3.8945	1.3006	0.7884	0.72924	1.8495		1.0097	0.6060399999999999	0.67274	1.3589	3.6682	0.97167	0.44392	0.65745		2.8114	1.0092	0.61387	0.7035399999999999	1.745	2.8907		0.6157100000000001	0.76756	1.9165	2.2465	0.82699	0.6228199999999999	0.9063899999999999	1.9894	2.8991		
Q9BSK0	MARVELD1	0.0	14.124	0.55512	0.58004	0.70995	1.5177	1.7776	0.6563899999999999	0.73222	0.76423	1.2098	2.1799	0.56982	0.63583	0.7349600000000001	1.3807	1.3859	0.63821	0.55642	0.69082	1.3822	1.9208	0.6311399999999999	0.62627	0.6372399999999999	1.1462	1.609	0.58982	0.58517	0.87428	1.4542	2.1418		
Q9BSK2	SLC25A33	0.0	41.166000000000004	0.40919	0.54482	3.053	4.6117	2.2238	0.52658	0.8096899999999999	7.2162	0.47931999999999997		0.37819	0.59429	5.1946	6.5531	8.5642	0.44076000000000004	0.58331	6.3141		4.1953	0.36862	0.5736899999999999	5.6397	4.7823	9.314	0.41186999999999996	0.5524600000000001	3.6961	11.411	12.975		
Q9BSM1;Q9BSM1-3	PCGF1	0.006618300000000001	1.4768			2.6272			0.59505				0.26426					0.46171																	
Q9BSQ5;Q9BSQ5-2;Q9BSQ5-4	CCM2	0.0	13.398	0.80155		0.43304	0.7942899999999999				0.87151	0.9122600000000001	0.86456		0.7885800000000001										2.2392		0.74019								
Q9BSR8	YIPF4	0.0	8.1333	0.49846	0.7669600000000001	2.2094	2.6242	2.2126	0.5125	0.87254	1.9143	1.8883	2.4151	0.43588000000000005	0.7507	1.8587	2.3621	1.8987	0.5887100000000001	0.627	1.4397	2.3707	2.0782	0.41103999999999996	0.78377	1.8882	2.591	2.5504	0.43215	0.73925	1.9727	2.7502	2.1238		
Q9BST9;Q9BST9-2;Q9BST9-3	RTKN	0.0	60.271							1.3197	0.59437	0.34855	0.30396					0.30246999999999996			0.2181		0.29013			0.43700000000000006	0.43886000000000003	0.5253			0.87929	0.38393	0.39365		
